
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2024-10-26 13:24:57 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.56ms
  2024-10-26 13:24:57 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.71ms
  2024-10-26 13:24:57 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 1.04ms
  2024-10-26 13:24:57 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 4.15ms
  2024-10-26 13:24:57 /assets/vendor/quill/quill.js ........................................................ ~ 6.89ms
  2024-10-26 13:24:57 /assets/vendor/echarts/echarts.min.js ............................................... ~ 10.52ms
  2024-10-26 13:24:57 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.81ms
  2024-10-26 13:24:57 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.49ms
  2024-10-26 13:24:57 /assets/js/main.js ................................................................... ~ 0.41ms
  2024-10-26 13:24:57 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.47ms
  2024-10-26 13:24:59 /buy-admission/4/edit .............................................................. ~ 513.43ms
  2024-10-26 13:24:59 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 516.45ms
  2024-10-26 13:25:00 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 4.14ms
  2024-10-26 13:25:00 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 2.28ms
  2024-10-26 13:25:00 /assets/vendor/quill/quill.snow.css .................................................. ~ 4.20ms
  2024-10-26 13:25:00 /assets/vendor/quill/quill.bubble.css ................................................ ~ 6.15ms
  2024-10-26 13:25:00 /assets/vendor/remixicon/remixicon.css ............................................... ~ 8.47ms
  2024-10-26 13:25:00 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.52ms
  2024-10-26 13:25:00 /assets/css/style.css ................................................................ ~ 2.83ms
  2024-10-26 13:25:00 /assets/img/au_logo.jpg .............................................................. ~ 0.95ms
  2024-10-26 13:25:00 /assets/img/profile-img.jpg .......................................................... ~ 3.44ms
  2024-10-26 13:25:00 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.58ms
  2024-10-26 13:25:00 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 2.61ms
  2024-10-26 13:25:00 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.37ms
  2024-10-26 13:25:00 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.45ms
  2024-10-26 13:25:00 /assets/vendor/quill/quill.js ........................................................ ~ 2.69ms
  2024-10-26 13:25:00 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.46ms
  2024-10-26 13:25:00 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 2.16ms
  2024-10-26 13:25:00 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.37ms
  2024-10-26 13:25:00 /assets/js/main.js ................................................................... ~ 0.43ms
  2024-10-26 13:25:00 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.40ms
  2024-10-26 13:25:04 /buy-admission/4 ................................................................... ~ 507.32ms
  2024-10-26 13:25:04 /buy-admission/4/edit .............................................................. ~ 510.01ms
  2024-10-26 13:25:04 /assets/vendor/bootstrap/css/bootstrap.min.css ....................................... ~ 1.25ms
  2024-10-26 13:25:04 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 4.25ms
  2024-10-26 13:25:04 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 6.82ms
  2024-10-26 13:25:04 /assets/vendor/quill/quill.snow.css .................................................. ~ 0.75ms
  2024-10-26 13:25:04 /assets/vendor/quill/quill.bubble.css ................................................ ~ 3.49ms
  2024-10-26 13:25:04 /assets/vendor/remixicon/remixicon.css ............................................... ~ 5.49ms
  2024-10-26 13:25:04 /assets/vendor/simple-datatables/style.css ........................................... ~ 7.40ms
  2024-10-26 13:25:04 /assets/css/style.css ............................................................... ~ 10.83ms
  2024-10-26 13:25:04 /assets/img/au_logo.jpg .............................................................. ~ 0.40ms
  2024-10-26 13:25:05 /assets/img/profile-img.jpg .......................................................... ~ 0.51ms
  2024-10-26 13:25:05 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 2.48ms
  2024-10-26 13:25:05 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 4.34ms
  2024-10-26 13:25:05 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 6.20ms
  2024-10-26 13:25:05 /assets/vendor/echarts/echarts.min.js ................................................ ~ 8.06ms
  2024-10-26 13:25:05 /assets/vendor/quill/quill.js ........................................................ ~ 0.99ms
  2024-10-26 13:25:05 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.40ms
  2024-10-26 13:25:05 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.81ms
  2024-10-26 13:25:05 /assets/vendor/php-email-form/validate.js ............................................ ~ 2.62ms
  2024-10-26 13:25:05 /assets/js/main.js ................................................................... ~ 0.45ms
  2024-10-26 13:25:05 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.61ms
  2024-10-26 13:25:09 /buy-scholarship-terms/list ........................................................ ~ 506.97ms
  2024-10-26 13:25:09 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 514.50ms
  2024-10-26 13:25:10 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 5.30ms
  2024-10-26 13:25:10 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 0.59ms
  2024-10-26 13:25:10 /assets/vendor/quill/quill.snow.css .................................................. ~ 2.87ms
  2024-10-26 13:25:10 /assets/vendor/quill/quill.bubble.css ................................................ ~ 5.01ms
  2024-10-26 13:25:10 /assets/vendor/remixicon/remixicon.css ............................................... ~ 4.44ms
  2024-10-26 13:25:10 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.46ms
  2024-10-26 13:25:10 /assets/css/style.css ................................................................ ~ 2.66ms
  2024-10-26 13:25:10 /assets/img/au_logo.jpg .............................................................. ~ 0.47ms
  2024-10-26 13:25:10 /assets/img/profile-img.jpg .......................................................... ~ 2.50ms
  2024-10-26 13:25:10 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 2.51ms
  2024-10-26 13:25:10 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 4.89ms
  2024-10-26 13:25:10 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.50ms
  2024-10-26 13:25:10 /assets/vendor/quill/quill.js ........................................................ ~ 2.36ms
  2024-10-26 13:25:10 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 4.55ms
  2024-10-26 13:25:10 /assets/vendor/echarts/echarts.min.js ................................................ ~ 7.38ms
  2024-10-26 13:25:10 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.80ms
  2024-10-26 13:25:10 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.57ms
  2024-10-26 13:25:10 /assets/js/main.js ................................................................... ~ 0.51ms
  2024-10-26 13:25:10 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.45ms
  2024-10-26 13:25:10 /ask-for-information/list .......................................................... ~ 505.66ms
  2024-10-26 13:25:11 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 510.42ms
  2024-10-26 13:25:11 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 4.94ms
  2024-10-26 13:25:11 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 7.53ms
  2024-10-26 13:25:11 /assets/vendor/quill/quill.snow.css .................................................. ~ 9.87ms
  2024-10-26 13:25:11 /assets/vendor/quill/quill.bubble.css ............................................... ~ 12.74ms
  2024-10-26 13:25:11 /assets/vendor/remixicon/remixicon.css .............................................. ~ 10.48ms
  2024-10-26 13:25:11 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.47ms
  2024-10-26 13:25:11 /assets/css/style.css ................................................................ ~ 2.76ms
  2024-10-26 13:25:11 /assets/img/au_logo.jpg .............................................................. ~ 0.44ms
  2024-10-26 13:25:11 /assets/img/profile-img.jpg .......................................................... ~ 2.54ms
  2024-10-26 13:25:11 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.44ms
  2024-10-26 13:25:11 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 4.25ms
  2024-10-26 13:25:11 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.39ms
  2024-10-26 13:25:11 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.48ms
  2024-10-26 13:25:11 /assets/vendor/quill/quill.js ........................................................ ~ 0.46ms
  2024-10-26 13:25:11 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 2.67ms
  2024-10-26 13:25:11 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.68ms
  2024-10-26 13:25:11 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 2.73ms
  2024-10-26 13:25:11 /assets/js/main.js ................................................................... ~ 0.40ms
  2024-10-26 13:25:11 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.41ms
  2024-10-26 13:25:14 /ask-for-information/1/edit .............................................................. ~ 1s
  2024-10-26 13:25:14 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 508.37ms
  2024-10-26 13:25:15 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.18ms
  2024-10-26 13:25:15 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 4.79ms
  2024-10-26 13:25:15 /assets/vendor/quill/quill.snow.css .................................................. ~ 6.85ms
  2024-10-26 13:25:15 /assets/vendor/quill/quill.bubble.css ................................................ ~ 8.63ms
  2024-10-26 13:25:15 /assets/vendor/remixicon/remixicon.css ............................................... ~ 8.09ms
  2024-10-26 13:25:15 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.45ms
  2024-10-26 13:25:15 /assets/css/style.css ................................................................ ~ 2.48ms
  2024-10-26 13:25:15 /assets/img/au_logo.jpg .............................................................. ~ 0.57ms
  2024-10-26 13:25:15 /assets/img/profile-img.jpg .......................................................... ~ 0.58ms
  2024-10-26 13:25:15 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 3.53ms
  2024-10-26 13:25:15 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 3.39ms
  2024-10-26 13:25:15 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.52ms
  2024-10-26 13:25:15 /assets/vendor/echarts/echarts.min.js ................................................ ~ 2.62ms
  2024-10-26 13:25:15 /assets/vendor/quill/quill.js ........................................................ ~ 0.38ms
  2024-10-26 13:25:15 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.40ms
  2024-10-26 13:25:15 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.55ms
  2024-10-26 13:25:15 /assets/vendor/php-email-form/validate.js ............................................ ~ 2.67ms
  2024-10-26 13:25:15 /assets/js/main.js ................................................................... ~ 0.46ms
  2024-10-26 13:25:15 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.50ms
  2024-10-26 13:25:21 /ask-for-information/1 ............................................................. ~ 515.81ms
  2024-10-26 13:25:21 /ask-for-information/1/edit ........................................................ ~ 520.00ms
  2024-10-26 13:25:21 /assets/vendor/bootstrap/css/bootstrap.min.css ....................................... ~ 0.93ms
  2024-10-26 13:25:21 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.14ms
  2024-10-26 13:25:21 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 4.97ms
  2024-10-26 13:25:21 /assets/vendor/quill/quill.snow.css .................................................. ~ 4.15ms
  2024-10-26 13:25:21 /assets/vendor/quill/quill.bubble.css ................................................ ~ 2.95ms
  2024-10-26 13:25:21 /assets/vendor/remixicon/remixicon.css ............................................... ~ 2.58ms
  2024-10-26 13:25:21 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.46ms
  2024-10-26 13:25:21 /assets/css/style.css ................................................................ ~ 2.26ms
  2024-10-26 13:25:21 /assets/img/au_logo.jpg .............................................................. ~ 0.36ms
  2024-10-26 13:25:21 /assets/img/profile-img.jpg .......................................................... ~ 0.50ms
  2024-10-26 13:25:21 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 2.46ms
  2024-10-26 13:25:21 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.48ms
  2024-10-26 13:25:21 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.44ms
  2024-10-26 13:25:21 /assets/vendor/echarts/echarts.min.js ................................................ ~ 2.32ms
  2024-10-26 13:25:21 /assets/vendor/quill/quill.js ........................................................ ~ 0.37ms
  2024-10-26 13:25:21 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.35ms
  2024-10-26 13:25:21 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.36ms
  2024-10-26 13:25:21 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.36ms
  2024-10-26 13:25:21 /assets/js/main.js ................................................................... ~ 0.35ms
  2024-10-26 13:25:21 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.46ms
  2024-10-26 13:31:47 /ask-for-information/1/edit .............................................................. ~ 1s
  2024-10-26 13:31:47 /assets/vendor/bootstrap/css/bootstrap.min.css ........................................... ~ 1s
  2024-10-26 13:31:48 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 6.66ms
  2024-10-26 13:31:48 /assets/vendor/boxicons/css/boxicons.min.css ........................................ ~ 92.55ms
  2024-10-26 13:31:48 /assets/vendor/quill/quill.bubble.css ............................................... ~ 94.60ms
  2024-10-26 13:31:48 /assets/vendor/quill/quill.snow.css ................................................. ~ 96.48ms
  2024-10-26 13:31:48 /assets/vendor/remixicon/remixicon.css .............................................. ~ 99.41ms
  2024-10-26 13:31:48 /assets/vendor/simple-datatables/style.css ........................................... ~ 1.07ms
  2024-10-26 13:31:48 /assets/css/style.css ................................................................ ~ 3.93ms
  2024-10-26 13:31:48 /assets/img/au_logo.jpg .............................................................. ~ 0.38ms
  2024-10-26 13:31:48 /assets/img/profile-img.jpg .......................................................... ~ 0.48ms
  2024-10-26 13:31:48 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.39ms
  2024-10-26 13:31:48 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 1.95ms
  2024-10-26 13:31:48 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.46ms
  2024-10-26 13:31:48 /assets/vendor/echarts/echarts.min.js ................................................ ~ 2.35ms
  2024-10-26 13:31:48 /assets/vendor/quill/quill.js ........................................................ ~ 0.35ms
  2024-10-26 13:31:48 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.52ms
  2024-10-26 13:31:48 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.64ms
  2024-10-26 13:31:48 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 6.30ms
  2024-10-26 13:31:48 /assets/js/main.js ................................................................... ~ 0.54ms
  2024-10-26 13:31:48 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 516.73ms
  2024-10-26 13:31:48 /assets/img/logo.png ................................................................. ~ 0.73ms
  2024-10-26 13:32:01 /ask-for-information/1/edit .............................................................. ~ 2s
  2024-10-26 13:32:01 /ask-for-information/1/edit ............................................................. ~ 31s
  2024-10-26 13:32:32 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 522.21ms
  2024-10-26 13:32:33 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 0.58ms
  2024-10-26 13:32:33 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 3.00ms
  2024-10-26 13:32:33 /assets/vendor/quill/quill.snow.css .................................................. ~ 5.61ms
  2024-10-26 13:32:33 /assets/vendor/quill/quill.bubble.css ................................................ ~ 9.11ms
  2024-10-26 13:32:33 /assets/vendor/remixicon/remixicon.css .............................................. ~ 11.78ms
  2024-10-26 13:32:33 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.60ms
  2024-10-26 13:32:33 /assets/css/style.css ................................................................ ~ 4.87ms
  2024-10-26 13:32:33 /assets/img/au_logo.jpg .............................................................. ~ 0.46ms
  2024-10-26 13:32:33 /assets/img/profile-img.jpg .......................................................... ~ 2.73ms
  2024-10-26 13:32:33 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.67ms
  2024-10-26 13:32:33 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 5.99ms
  2024-10-26 13:32:33 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.42ms
  2024-10-26 13:32:33 /assets/vendor/echarts/echarts.min.js ............................................... ~ 77.15ms
  2024-10-26 13:32:33 /assets/vendor/quill/quill.js ........................................................ ~ 1.15ms
  2024-10-26 13:32:33 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 5.46ms
  2024-10-26 13:32:33 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 8.55ms
  2024-10-26 13:32:33 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.68ms
  2024-10-26 13:32:33 /assets/js/main.js ................................................................... ~ 3.21ms
  2024-10-26 13:32:33 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 1.19ms
  2024-10-26 13:32:33 /assets/img/logo.png ................................................................. ~ 0.68ms
  2024-10-26 13:32:35 /ask-for-information/1/edit ........................................................ ~ 514.11ms
  2024-10-26 13:32:35 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 517.47ms
  2024-10-26 13:32:35 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 0.42ms
  2024-10-26 13:32:35 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 0.41ms
  2024-10-26 13:32:35 /assets/vendor/quill/quill.snow.css .................................................. ~ 0.41ms
  2024-10-26 13:32:35 /assets/vendor/quill/quill.bubble.css ................................................ ~ 0.41ms
  2024-10-26 13:32:35 /assets/vendor/remixicon/remixicon.css ............................................... ~ 0.39ms
  2024-10-26 13:32:35 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.44ms
  2024-10-26 13:32:35 /assets/css/style.css ................................................................ ~ 2.35ms
  2024-10-26 13:32:35 /assets/img/au_logo.jpg .............................................................. ~ 0.42ms
  2024-10-26 13:32:35 /assets/img/profile-img.jpg .......................................................... ~ 0.45ms
  2024-10-26 13:32:35 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 2.73ms
  2024-10-26 13:32:35 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 4.28ms
  2024-10-26 13:32:35 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.42ms
  2024-10-26 13:32:35 /assets/vendor/echarts/echarts.min.js ................................................ ~ 2.28ms
  2024-10-26 13:32:35 /assets/vendor/quill/quill.js ........................................................ ~ 0.33ms
  2024-10-26 13:32:35 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.46ms
  2024-10-26 13:32:35 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.52ms
  2024-10-26 13:32:35 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.40ms
  2024-10-26 13:32:35 /assets/js/main.js ................................................................... ~ 0.37ms
  2024-10-26 13:32:35 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.39ms
  2024-10-26 13:32:35 /assets/img/logo.png ................................................................. ~ 0.35ms
  2024-10-26 13:32:53 /submit-admission/list ............................................................. ~ 569.80ms
  2024-10-26 13:32:54 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 574.48ms
  2024-10-26 13:32:54 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 2.18ms
  2024-10-26 13:32:54 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 0.44ms
  2024-10-26 13:32:54 /assets/vendor/quill/quill.snow.css .................................................. ~ 2.26ms
  2024-10-26 13:32:54 /assets/vendor/quill/quill.bubble.css ................................................ ~ 4.31ms
  2024-10-26 13:32:54 /assets/vendor/remixicon/remixicon.css ............................................... ~ 8.12ms
  2024-10-26 13:32:54 /assets/vendor/simple-datatables/style.css ........................................... ~ 6.17ms
  2024-10-26 13:32:54 /assets/css/style.css ................................................................ ~ 2.06ms
  2024-10-26 13:32:54 /assets/img/au_logo.jpg .............................................................. ~ 0.42ms
  2024-10-26 13:32:54 /assets/img/profile-img.jpg .......................................................... ~ 3.45ms
  2024-10-26 13:32:54 /assets/vendor/apexcharts/apexcharts.min.js ......................................... ~ 36.16ms
  2024-10-26 13:32:54 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js ................................. ~ 34.97ms
  2024-10-26 13:32:54 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 3.84ms
  2024-10-26 13:32:54 /assets/vendor/echarts/echarts.min.js ............................................... ~ 24.74ms
  2024-10-26 13:32:54 /assets/vendor/quill/quill.js ........................................................ ~ 0.48ms
  2024-10-26 13:32:54 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.50ms
  2024-10-26 13:32:54 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.58ms
  2024-10-26 13:32:54 /assets/vendor/php-email-form/validate.js ............................................ ~ 3.45ms
  2024-10-26 13:32:54 /assets/js/main.js ................................................................... ~ 5.78ms
  2024-10-26 13:32:54 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.84ms
  2024-10-26 13:32:56 /buy-admission/4/edit .............................................................. ~ 525.54ms
  2024-10-26 13:32:56 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 528.08ms
  2024-10-26 13:32:56 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 2.31ms
  2024-10-26 13:32:56 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 3.78ms
  2024-10-26 13:32:56 /assets/vendor/quill/quill.bubble.css ................................................ ~ 5.34ms
  2024-10-26 13:32:56 /assets/vendor/quill/quill.snow.css .................................................. ~ 7.07ms
  2024-10-26 13:32:56 /assets/vendor/remixicon/remixicon.css ............................................... ~ 9.14ms
  2024-10-26 13:32:56 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.56ms
  2024-10-26 13:32:56 /assets/css/style.css ................................................................ ~ 2.64ms
  2024-10-26 13:32:56 /assets/img/au_logo.jpg .............................................................. ~ 0.35ms
  2024-10-26 13:32:56 /assets/img/profile-img.jpg .......................................................... ~ 0.38ms
  2024-10-26 13:32:56 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.38ms
  2024-10-26 13:32:56 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 1.95ms
  2024-10-26 13:32:56 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.45ms
  2024-10-26 13:32:56 /assets/vendor/quill/quill.js ........................................................ ~ 2.20ms
  2024-10-26 13:32:56 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 2.26ms
  2024-10-26 13:32:56 /assets/vendor/echarts/echarts.min.js ................................................ ~ 6.11ms
  2024-10-26 13:32:56 /assets/vendor/php-email-form/validate.js ............................................ ~ 6.58ms
  2024-10-26 13:32:56 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 8.25ms
  2024-10-26 13:32:56 /assets/js/main.js ................................................................... ~ 6.15ms
  2024-10-26 13:32:57 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.44ms
  2024-10-26 13:33:11 /buy-admission/4/edit .............................................................. ~ 509.37ms
  2024-10-26 13:33:11 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 512.01ms
  2024-10-26 13:33:12 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 0.64ms
  2024-10-26 13:33:12 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 0.55ms
  2024-10-26 13:33:12 /assets/vendor/quill/quill.snow.css .................................................. ~ 2.43ms
  2024-10-26 13:33:12 /assets/vendor/quill/quill.bubble.css ................................................ ~ 5.04ms
  2024-10-26 13:33:12 /assets/vendor/remixicon/remixicon.css ............................................... ~ 8.65ms
  2024-10-26 13:33:12 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.48ms
  2024-10-26 13:33:12 /assets/css/style.css ................................................................ ~ 2.90ms
  2024-10-26 13:33:12 /assets/img/au_logo.jpg .............................................................. ~ 0.44ms
  2024-10-26 13:33:12 /assets/img/profile-img.jpg .......................................................... ~ 0.48ms
  2024-10-26 13:33:12 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.42ms
  2024-10-26 13:33:12 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 4.93ms
  2024-10-26 13:33:12 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.56ms
  2024-10-26 13:33:12 /assets/vendor/echarts/echarts.min.js ................................................ ~ 3.74ms
  2024-10-26 13:33:12 /assets/vendor/quill/quill.js ........................................................ ~ 0.45ms
  2024-10-26 13:33:12 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.76ms
  2024-10-26 13:33:12 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 4.32ms
  2024-10-26 13:33:12 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.42ms
  2024-10-26 13:33:12 /assets/js/main.js ................................................................... ~ 0.67ms
  2024-10-26 13:33:12 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 1.57ms
  2024-10-26 13:33:12 /assets/img/logo.png ................................................................. ~ 0.99ms
  2024-10-26 13:33:14 /ask-for-information/list .......................................................... ~ 502.19ms
  2024-10-26 13:33:15 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 504.70ms
  2024-10-26 13:33:15 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.66ms
  2024-10-26 13:33:15 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 6.39ms
  2024-10-26 13:33:15 /assets/vendor/quill/quill.snow.css .................................................. ~ 9.40ms
  2024-10-26 13:33:15 /assets/vendor/quill/quill.bubble.css ............................................... ~ 12.27ms
  2024-10-26 13:33:15 /assets/vendor/remixicon/remixicon.css .............................................. ~ 11.53ms
  2024-10-26 13:33:15 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.49ms
  2024-10-26 13:33:15 /assets/css/style.css ................................................................ ~ 2.72ms
  2024-10-26 13:33:15 /assets/img/au_logo.jpg .............................................................. ~ 0.57ms
  2024-10-26 13:33:15 /assets/img/profile-img.jpg .......................................................... ~ 0.63ms
  2024-10-26 13:33:15 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 2.80ms
  2024-10-26 13:33:15 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 8.05ms
  2024-10-26 13:33:15 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.58ms
  2024-10-26 13:33:15 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.79ms
