
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2024-10-26 13:46:03 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 3.47ms
  2024-10-26 13:46:03 /assets/vendor/echarts/echarts.min.js ................................................ ~ 4.84ms
  2024-10-26 13:46:03 /assets/vendor/quill/quill.js ........................................................ ~ 0.36ms
  2024-10-26 13:46:03 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.29ms
  2024-10-26 13:46:03 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.28ms
  2024-10-26 13:46:03 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.53ms
  2024-10-26 13:46:03 /assets/js/main.js ................................................................... ~ 0.38ms
  2024-10-26 13:46:03 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.24ms
  2024-10-26 13:51:32 /ask-for-information/add-new ....................................................... ~ 296.55ms
  2024-10-26 13:51:32 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 793.08ms
  2024-10-26 13:51:32 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 0.50ms
  2024-10-26 13:51:32 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 2.41ms
  2024-10-26 13:51:32 /assets/vendor/quill/quill.snow.css .................................................. ~ 5.59ms
  2024-10-26 13:51:32 /assets/vendor/quill/quill.bubble.css ................................................ ~ 7.62ms
  2024-10-26 13:51:32 /assets/vendor/remixicon/remixicon.css ............................................... ~ 9.69ms
  2024-10-26 13:51:32 /assets/vendor/simple-datatables/style.css .......................................... ~ 10.08ms
  2024-10-26 13:51:32 /assets/css/style.css ................................................................ ~ 0.44ms
  2024-10-26 13:51:32 /assets/img/au_logo.jpg .............................................................. ~ 0.43ms
  2024-10-26 13:51:32 /assets/img/profile-img.jpg .......................................................... ~ 2.90ms
  2024-10-26 13:51:32 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.49ms
  2024-10-26 13:51:32 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 2.29ms
  2024-10-26 13:51:32 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 4.45ms
  2024-10-26 13:51:32 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.40ms
  2024-10-26 13:51:32 /assets/vendor/quill/quill.js ........................................................ ~ 0.43ms
  2024-10-26 13:51:32 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 2.43ms
  2024-10-26 13:51:32 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.56ms
  2024-10-26 13:51:32 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.37ms
  2024-10-26 13:51:32 /assets/js/main.js ................................................................... ~ 0.54ms
  2024-10-26 13:51:32 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.54ms
  2024-10-26 13:51:32 /assets/img/logo.png ................................................................. ~ 0.43ms
  2024-10-26 13:51:40 /ask-for-information/1/edit ........................................................ ~ 513.19ms
  2024-10-26 13:51:40 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 515.65ms
  2024-10-26 13:51:41 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 2.73ms
  2024-10-26 13:51:41 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 4.45ms
  2024-10-26 13:51:41 /assets/vendor/quill/quill.snow.css .................................................. ~ 6.34ms
  2024-10-26 13:51:41 /assets/vendor/quill/quill.bubble.css ............................................... ~ 10.37ms
  2024-10-26 13:51:41 /assets/vendor/remixicon/remixicon.css .............................................. ~ 14.63ms
  2024-10-26 13:51:41 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.74ms
  2024-10-26 13:51:41 /assets/css/style.css ................................................................ ~ 3.12ms
  2024-10-26 13:51:41 /assets/img/au_logo.jpg .............................................................. ~ 0.76ms
  2024-10-26 13:51:41 /assets/img/profile-img.jpg .......................................................... ~ 2.80ms
  2024-10-26 13:51:41 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.41ms
  2024-10-26 13:51:41 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 6.72ms
  2024-10-26 13:51:41 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.44ms
  2024-10-26 13:51:41 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.61ms
  2024-10-26 13:51:41 /assets/vendor/quill/quill.js ........................................................ ~ 0.42ms
  2024-10-26 13:51:41 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 2.38ms
  2024-10-26 13:51:41 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 2.24ms
  2024-10-26 13:51:41 /assets/vendor/php-email-form/validate.js ............................................ ~ 2.26ms
  2024-10-26 13:51:41 /assets/js/main.js ................................................................... ~ 0.34ms
  2024-10-26 13:51:41 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.40ms
  2024-10-26 13:51:41 /assets/img/logo.png ................................................................. ~ 0.83ms
  2024-10-26 13:57:20 /buy-scholarship-terms/list ........................................................ ~ 800.48ms
  2024-10-26 13:57:20 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 799.51ms
  2024-10-26 13:57:20 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 4.04ms
  2024-10-26 13:57:20 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 3.07ms
  2024-10-26 13:57:20 /assets/vendor/quill/quill.snow.css .................................................. ~ 5.42ms
  2024-10-26 13:57:20 /assets/vendor/quill/quill.bubble.css ................................................ ~ 7.64ms
  2024-10-26 13:57:20 /assets/vendor/remixicon/remixicon.css ............................................... ~ 9.59ms
  2024-10-26 13:57:20 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.37ms
  2024-10-26 13:57:20 /assets/css/style.css ................................................................ ~ 2.24ms
  2024-10-26 13:57:20 /assets/img/au_logo.jpg .............................................................. ~ 0.50ms
  2024-10-26 13:57:20 /assets/img/profile-img.jpg .......................................................... ~ 0.38ms
  2024-10-26 13:57:20 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 2.05ms
  2024-10-26 13:57:20 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.51ms
  2024-10-26 13:57:20 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 2.57ms
  2024-10-26 13:57:20 /assets/vendor/quill/quill.js ........................................................ ~ 0.57ms
  2024-10-26 13:57:20 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 3.27ms
  2024-10-26 13:57:20 /assets/vendor/echarts/echarts.min.js ................................................ ~ 4.95ms
  2024-10-26 13:57:20 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 6.39ms
  2024-10-26 13:57:20 /assets/vendor/php-email-form/validate.js ............................................ ~ 3.50ms
  2024-10-26 13:57:20 /assets/js/main.js ................................................................... ~ 0.68ms
  2024-10-26 13:57:21 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.51ms
  2024-10-26 13:57:21 /ask-for-information/list .......................................................... ~ 503.23ms
  2024-10-26 13:57:21 /assets/vendor/bootstrap/css/bootstrap.min.css ....................................... ~ 4.52ms
  2024-10-26 13:57:22 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 0.79ms
  2024-10-26 13:57:22 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 5.36ms
  2024-10-26 13:57:22 /assets/vendor/quill/quill.snow.css .................................................. ~ 8.21ms
  2024-10-26 13:57:22 /assets/vendor/quill/quill.bubble.css ............................................... ~ 10.07ms
  2024-10-26 13:57:22 /assets/vendor/remixicon/remixicon.css .............................................. ~ 11.91ms
  2024-10-26 13:57:22 /assets/vendor/simple-datatables/style.css .......................................... ~ 15.07ms
  2024-10-26 13:57:22 /assets/css/style.css ................................................................ ~ 0.69ms
  2024-10-26 13:57:22 /assets/img/au_logo.jpg .............................................................. ~ 0.47ms
  2024-10-26 13:57:22 /assets/img/profile-img.jpg .......................................................... ~ 0.42ms
  2024-10-26 13:57:22 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 3.05ms
  2024-10-26 13:57:22 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 3.87ms
  2024-10-26 13:57:22 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.85ms
  2024-10-26 13:57:22 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.57ms
  2024-10-26 13:57:22 /assets/vendor/quill/quill.js ........................................................ ~ 0.54ms
  2024-10-26 13:57:22 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.42ms
  2024-10-26 13:57:22 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.43ms
  2024-10-26 13:57:22 /assets/vendor/php-email-form/validate.js ............................................ ~ 2.42ms
  2024-10-26 13:57:22 /assets/js/main.js ................................................................... ~ 0.36ms
  2024-10-26 13:57:22 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 1.00ms
  2024-10-26 13:57:25 /dashboard ......................................................................... ~ 514.63ms
  2024-10-26 13:57:25 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 518.15ms
  2024-10-26 13:57:25 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 4.57ms
  2024-10-26 13:57:25 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 8.94ms
  2024-10-26 13:57:25 /assets/vendor/quill/quill.snow.css ................................................. ~ 14.64ms
  2024-10-26 13:57:25 /assets/vendor/quill/quill.bubble.css ............................................... ~ 20.73ms
  2024-10-26 13:57:25 /assets/vendor/remixicon/remixicon.css .............................................. ~ 28.90ms
  2024-10-26 13:57:25 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.50ms
  2024-10-26 13:57:25 /assets/css/style.css ................................................................ ~ 0.49ms
  2024-10-26 13:57:25 /assets/img/au_logo.jpg .............................................................. ~ 0.45ms
  2024-10-26 13:57:25 /assets/img/profile-img.jpg .......................................................... ~ 2.83ms
  2024-10-26 13:57:25 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 4.84ms
  2024-10-26 13:57:25 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 6.88ms
  2024-10-26 13:57:25 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 9.22ms
  2024-10-26 13:57:25 /assets/vendor/echarts/echarts.min.js ............................................... ~ 11.11ms
  2024-10-26 13:57:25 /assets/vendor/quill/quill.js ........................................................ ~ 0.39ms
  2024-10-26 13:57:25 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.54ms
  2024-10-26 13:57:25 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.76ms
  2024-10-26 13:57:25 /assets/vendor/php-email-form/validate.js .......................................... ~ 508.92ms
  2024-10-26 13:57:25 /assets/js/main.js ................................................................... ~ 0.58ms
  2024-10-26 13:57:25 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.46ms
  2024-10-26 13:57:30 /dashboard ......................................................................... ~ 515.11ms
  2024-10-26 13:57:30 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 518.44ms
  2024-10-26 13:57:31 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.51ms
  2024-10-26 13:57:31 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 5.85ms
  2024-10-26 13:57:31 /assets/vendor/quill/quill.snow.css .................................................. ~ 7.90ms
  2024-10-26 13:57:31 /assets/vendor/quill/quill.bubble.css ............................................... ~ 10.18ms
  2024-10-26 13:57:31 /assets/vendor/remixicon/remixicon.css ............................................... ~ 9.86ms
  2024-10-26 13:57:31 /assets/vendor/simple-datatables/style.css ........................................... ~ 9.74ms
  2024-10-26 13:57:31 /assets/css/style.css ................................................................ ~ 9.53ms
  2024-10-26 13:57:31 /assets/img/au_logo.jpg .............................................................. ~ 0.60ms
  2024-10-26 13:57:31 /assets/img/profile-img.jpg .......................................................... ~ 0.42ms
  2024-10-26 13:57:31 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.45ms
  2024-10-26 13:57:31 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.41ms
  2024-10-26 13:57:31 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.53ms
  2024-10-26 13:57:31 /assets/vendor/echarts/echarts.min.js ................................................ ~ 3.00ms
  2024-10-26 13:57:31 /assets/vendor/quill/quill.js ........................................................ ~ 0.52ms
  2024-10-26 13:57:31 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.36ms
  2024-10-26 13:57:31 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.45ms
  2024-10-26 13:57:31 /assets/vendor/php-email-form/validate.js ............................................ ~ 2.48ms
  2024-10-26 13:57:31 /assets/js/main.js ................................................................... ~ 2.96ms
  2024-10-26 13:57:31 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.46ms
  2024-10-26 13:57:33 /ask-for-information/list .......................................................... ~ 506.31ms
  2024-10-26 13:57:33 /assets/vendor/bootstrap/css/bootstrap.min.css ....................................... ~ 5.20ms
  2024-10-26 13:57:34 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 4.95ms
  2024-10-26 13:57:34 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 8.61ms
  2024-10-26 13:57:34 /assets/vendor/quill/quill.snow.css ................................................. ~ 11.95ms
  2024-10-26 13:57:34 /assets/vendor/quill/quill.bubble.css ............................................... ~ 16.20ms
  2024-10-26 13:57:34 /assets/vendor/remixicon/remixicon.css .............................................. ~ 20.26ms
  2024-10-26 13:57:34 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.55ms
  2024-10-26 13:57:34 /assets/css/style.css .............................................................. ~ 100.68ms
  2024-10-26 13:57:34 /assets/img/au_logo.jpg .............................................................. ~ 0.47ms
  2024-10-26 13:57:34 /assets/img/profile-img.jpg .......................................................... ~ 2.66ms
  2024-10-26 13:57:34 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 5.09ms
  2024-10-26 13:57:34 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.36ms
  2024-10-26 13:57:34 /assets/vendor/chart.js/chart.umd.js ............................................... ~ 515.56ms
  2024-10-26 13:57:34 /assets/vendor/echarts/echarts.min.js ................................................ ~ 3.22ms
  2024-10-26 13:57:34 /assets/vendor/quill/quill.js ........................................................ ~ 0.46ms
  2024-10-26 13:57:34 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.35ms
  2024-10-26 13:57:34 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.68ms
  2024-10-26 13:57:34 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.41ms
  2024-10-26 13:57:34 /assets/js/main.js ................................................................... ~ 0.43ms
  2024-10-26 13:57:34 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.87ms
  2024-10-26 13:57:37 /ask-for-information/1 ............................................................. ~ 517.20ms
  2024-10-26 13:57:37 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 522.11ms
  2024-10-26 13:57:37 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.30ms
  2024-10-26 13:57:37 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 5.95ms
  2024-10-26 13:57:37 /assets/vendor/quill/quill.snow.css .................................................. ~ 9.32ms
  2024-10-26 13:57:37 /assets/vendor/quill/quill.bubble.css ............................................... ~ 11.99ms
  2024-10-26 13:57:37 /assets/vendor/remixicon/remixicon.css .............................................. ~ 12.93ms
  2024-10-26 13:57:37 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.75ms
  2024-10-26 13:57:37 /assets/css/style.css ................................................................ ~ 0.81ms
  2024-10-26 13:57:37 /assets/img/au_logo.jpg .............................................................. ~ 1.29ms
  2024-10-26 13:57:37 /assets/img/profile-img.jpg .......................................................... ~ 0.84ms
  2024-10-26 13:57:37 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 3.65ms
  2024-10-26 13:57:37 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.50ms
  2024-10-26 13:57:37 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 1.06ms
  2024-10-26 13:57:37 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.54ms
  2024-10-26 13:57:37 /assets/vendor/quill/quill.js ........................................................ ~ 1.02ms
  2024-10-26 13:57:37 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 3.86ms
  2024-10-26 13:57:37 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.65ms
  2024-10-26 13:57:37 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.59ms
  2024-10-26 13:57:37 /assets/js/main.js ................................................................... ~ 0.76ms
  2024-10-26 13:57:37 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 1.24ms
  2024-10-26 13:59:13 /ask-for-information/1 ............................................................. ~ 502.51ms
  2024-10-26 13:59:13 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 505.02ms
  2024-10-26 13:59:13 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 0.50ms
  2024-10-26 13:59:13 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 0.82ms
  2024-10-26 13:59:13 /assets/vendor/quill/quill.snow.css .................................................. ~ 5.98ms
  2024-10-26 13:59:13 /assets/vendor/quill/quill.bubble.css ................................................ ~ 5.97ms
  2024-10-26 13:59:13 /assets/vendor/remixicon/remixicon.css ............................................... ~ 2.39ms
  2024-10-26 13:59:13 /assets/vendor/simple-datatables/style.css ........................................... ~ 2.29ms
  2024-10-26 13:59:13 /assets/css/style.css ................................................................ ~ 0.60ms
  2024-10-26 13:59:13 /assets/img/au_logo.jpg .............................................................. ~ 0.53ms
  2024-10-26 13:59:13 /assets/img/profile-img.jpg .......................................................... ~ 5.23ms
  2024-10-26 13:59:13 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.53ms
  2024-10-26 13:59:13 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 2.35ms
  2024-10-26 13:59:13 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 3.93ms
  2024-10-26 13:59:13 /assets/vendor/echarts/echarts.min.js ................................................ ~ 2.59ms
  2024-10-26 13:59:13 /assets/vendor/quill/quill.js ........................................................ ~ 0.53ms
  2024-10-26 13:59:13 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.75ms
  2024-10-26 13:59:13 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.59ms
  2024-10-26 13:59:13 /assets/vendor/php-email-form/validate.js ............................................ ~ 3.95ms
  2024-10-26 13:59:13 /assets/js/main.js ................................................................... ~ 0.84ms
  2024-10-26 13:59:13 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.61ms
  2024-10-26 13:59:13 /assets/img/logo.png ................................................................. ~ 1.19ms
  2024-10-26 13:59:31 /ask-for-information/1/edit .............................................................. ~ 1s
  2024-10-26 13:59:31 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 506.06ms
  2024-10-26 13:59:32 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.37ms
  2024-10-26 13:59:32 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 6.00ms
  2024-10-26 13:59:32 /assets/vendor/quill/quill.snow.css .................................................. ~ 8.42ms
  2024-10-26 13:59:32 /assets/vendor/quill/quill.bubble.css ............................................... ~ 10.78ms
  2024-10-26 13:59:32 /assets/vendor/remixicon/remixicon.css ............................................... ~ 8.51ms
  2024-10-26 13:59:32 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.48ms
  2024-10-26 13:59:32 /assets/css/style.css ................................................................ ~ 4.73ms
  2024-10-26 13:59:32 /assets/img/au_logo.jpg .............................................................. ~ 2.94ms
  2024-10-26 13:59:32 /assets/img/profile-img.jpg .......................................................... ~ 3.15ms
  2024-10-26 13:59:32 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 4.96ms
  2024-10-26 13:59:32 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.47ms
  2024-10-26 13:59:32 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.50ms
  2024-10-26 13:59:32 /assets/vendor/echarts/echarts.min.js ................................................ ~ 3.28ms
  2024-10-26 13:59:32 /assets/vendor/quill/quill.js ........................................................ ~ 0.68ms
  2024-10-26 13:59:32 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 3.74ms
  2024-10-26 13:59:32 /assets/vendor/php-email-form/validate.js ............................................ ~ 6.23ms
  2024-10-26 13:59:32 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 8.92ms
  2024-10-26 13:59:32 /assets/js/main.js ................................................................... ~ 0.39ms
  2024-10-26 13:59:32 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.40ms
  2024-10-26 13:59:53 /ask-for-information/1 ................................................................... ~ 1s
  2024-10-26 13:59:53 /ask-for-information/1 .................................................................. ~ 56s
  2024-10-26 14:00:48 /ask-for-information/list ................................................................ ~ 9s
  2024-10-26 14:00:53 /assets/vendor/bootstrap/css/bootstrap.min.css ........................................... ~ 5s
  2024-10-26 14:00:58 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.83ms
  2024-10-26 14:00:58 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 3.55ms
  2024-10-26 14:00:58 /assets/vendor/quill/quill.snow.css .................................................. ~ 5.98ms
  2024-10-26 14:00:58 /assets/vendor/quill/quill.bubble.css ................................................ ~ 9.10ms
  2024-10-26 14:00:58 /assets/vendor/remixicon/remixicon.css ............................................... ~ 9.09ms
  2024-10-26 14:00:58 /assets/vendor/simple-datatables/style.css .......................................... ~ 11.49ms
  2024-10-26 14:00:58 /assets/css/style.css ............................................................... ~ 11.10ms
  2024-10-26 14:00:58 /assets/img/au_logo.jpg .............................................................. ~ 0.49ms
  2024-10-26 14:00:58 /assets/img/profile-img.jpg .......................................................... ~ 0.52ms
  2024-10-26 14:00:58 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 2.63ms
  2024-10-26 14:00:58 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 4.59ms
  2024-10-26 14:00:58 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 6.41ms
  2024-10-26 14:00:58 /assets/vendor/echarts/echarts.min.js ................................................ ~ 8.56ms
  2024-10-26 14:00:58 /assets/vendor/quill/quill.js ........................................................ ~ 0.44ms
  2024-10-26 14:00:58 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.96ms
  2024-10-26 14:00:58 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 3.74ms
  2024-10-26 14:00:58 /assets/vendor/php-email-form/validate.js ............................................ ~ 3.71ms
  2024-10-26 14:00:58 /assets/js/main.js ................................................................... ~ 5.95ms
  2024-10-26 14:00:59 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.79ms
  2024-10-26 14:00:59 /assets/img/logo.png ................................................................. ~ 0.87ms
  2024-10-26 14:01:00 /ask-for-information/3 ............................................................. ~ 501.22ms
  2024-10-26 14:01:00 /assets/vendor/bootstrap/css/bootstrap.min.css ....................................... ~ 5.22ms
  2024-10-26 14:01:00 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 0.83ms
  2024-10-26 14:01:00 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 3.25ms
  2024-10-26 14:01:00 /assets/vendor/quill/quill.snow.css .................................................. ~ 6.50ms
  2024-10-26 14:01:00 /assets/vendor/quill/quill.bubble.css ............................................... ~ 10.25ms
  2024-10-26 14:01:00 /assets/vendor/remixicon/remixicon.css .............................................. ~ 12.67ms
  2024-10-26 14:01:00 /assets/vendor/simple-datatables/style.css ........................................... ~ 9.53ms
  2024-10-26 14:01:00 /assets/css/style.css ................................................................ ~ 0.57ms
  2024-10-26 14:01:00 /assets/img/au_logo.jpg .............................................................. ~ 0.50ms
  2024-10-26 14:01:00 /assets/img/profile-img.jpg .......................................................... ~ 5.08ms
  2024-10-26 14:01:00 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.74ms
  2024-10-26 14:01:00 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 1.54ms
  2024-10-26 14:01:00 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.52ms
  2024-10-26 14:01:00 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.86ms
  2024-10-26 14:01:01 /assets/vendor/quill/quill.js ........................................................ ~ 0.86ms
  2024-10-26 14:01:01 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 3.29ms
  2024-10-26 14:01:01 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.41ms
  2024-10-26 14:01:01 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 2.53ms
  2024-10-26 14:01:01 /assets/js/main.js ................................................................... ~ 4.50ms
  2024-10-26 14:01:01 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.45ms
  2024-10-26 14:01:03 /ask-for-information/3/edit ........................................................ ~ 513.18ms
  2024-10-26 14:01:03 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 516.08ms
  2024-10-26 14:01:04 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 1.09ms
  2024-10-26 14:01:04 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 4.06ms
  2024-10-26 14:01:04 /assets/vendor/quill/quill.snow.css .................................................. ~ 2.28ms
  2024-10-26 14:01:04 /assets/vendor/quill/quill.bubble.css ................................................ ~ 4.33ms
  2024-10-26 14:01:04 /assets/vendor/remixicon/remixicon.css ............................................... ~ 6.35ms
  2024-10-26 14:01:04 /assets/vendor/simple-datatables/style.css ........................................... ~ 4.46ms
  2024-10-26 14:01:04 /assets/css/style.css ................................................................ ~ 0.53ms
  2024-10-26 14:01:04 /assets/img/au_logo.jpg .............................................................. ~ 0.45ms
  2024-10-26 14:01:04 /assets/img/profile-img.jpg .......................................................... ~ 0.31ms
  2024-10-26 14:01:04 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.43ms
  2024-10-26 14:01:04 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 2.30ms
  2024-10-26 14:01:04 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 4.46ms
  2024-10-26 14:01:04 /assets/vendor/echarts/echarts.min.js ................................................ ~ 7.74ms
  2024-10-26 14:01:04 /assets/vendor/quill/quill.js ........................................................ ~ 0.45ms
  2024-10-26 14:01:04 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.54ms
  2024-10-26 14:01:04 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 2.36ms
